Classification,ID,observation_id,Mag,Magerr,MJD
AGN,1201131350584118676,243027,18.1659,0.12311053912791,53861.2480361112
AGN,911251150574137119,180330,18.8058,0.1508629622569819,54175.2510287729
AGN,911251150574137119,180331,18.9581,0.164127557054297,54185.20791842599
AGN,911251150574137119,180332,18.8025,0.153529079044336,54185.2177017941
AGN,911251150574137119,180333,18.6903,0.145821894407561,54185.2274614121
AGN,911251150574137119,180334,19.0472,0.1704128411688699,54185.2372349305
AGN,911251150574137119,180335,18.883,0.1620846535918469,54229.209073727005
AGN,911251150574137119,180336,18.618,0.14445525670502,54229.2177180322
AGN,911251150574137119,180337,18.9568,0.1679828717926839,54229.2263719328
AGN,911251150574137119,180338,18.6977,0.150485724588251,54229.2350565046
AGN,911251150574137119,180339,18.9894,0.14122561130725,54411.468787326296
AGN,911251150574137119,180340,18.8944,0.1339457778133259,54411.4752667013
AGN,911251150574137119,180341,18.9837,0.1391001318668309,54411.4817268632
AGN,911251150574137119,180342,18.9222,0.135717201716789,54411.4881945371
AGN,911251150574137119,180343,19.1972,0.185856305610488,54391.5001006946
AGN,911251150574137119,180344,19.2325,0.187980008703891,54391.5057384721
AGN,911251150574137119,180345,18.3007,0.124717299846881,54391.5113237039
AGN,911251150574137119,180346,18.8722,0.1592493081457769,54393.5022752546
AGN,911251150574137119,180347,18.6715,0.14513266890676,54393.505519398
AGN,911251150574137119,180348,18.8566,0.157528638375598,54393.5087854168
AGN,911251150574137119,180349,18.9758,0.166044770416555,54393.5120501621
AGN,911251150574137119,180350,18.8501,0.154518590644208,54564.208643970094
AGN,911251150574137119,180351,18.7463,0.147032618710643,54564.2166691437
AGN,911251150574137119,180352,18.674,0.143272279392457,54564.2246951158
AGN,911251150574137119,180353,18.5729,0.136989321956477,54564.2327465625
AGN,911251150574137119,180354,18.8066,0.1554097144337869,54581.2356508332
AGN,911251150574137119,180355,18.9264,0.164773772337841,54581.242211921104
AGN,911251150574137119,180356,18.7628,0.153394783926984,54581.2487906134
AGN,911251150574137119,180357,19.2071,0.188842237920366,54581.2553117708
AGN,911251150574137119,180358,18.688,0.154021000212024,54821.5394108564
AGN,911251150574137119,180329,19.1365,0.175083977088096,54175.245035185
AGN,911251150574137119,180328,19.0678,0.1692215663743649,54175.2390308334
AGN,911251150574137119,180327,18.9213,0.158408059230304,54175.2330265972
AGN,911251150574137119,180326,18.8601,0.153578021907702,54168.35001523139
AGN,911251150574137119,180296,18.6958,0.146101989093148,54214.2625509724
AGN,911251150574137119,180297,18.9883,0.166889320224691,54214.2690952779
AGN,911251150574137119,180298,18.7008,0.147174094217899,54214.2756116898
AGN,911251150574137119,180299,18.7777,0.148884003404068,54440.419797650495
AGN,911251150574137119,180300,19.0137,0.1638884325113769,54440.4262830438
AGN,911251150574137119,180301,18.6757,0.1415061815008299,54440.4327612617
AGN,911251150574137119,180302,18.9941,0.164212694439321,54440.4392404049
AGN,911251150574137119,180303,19.0732,0.182808643405081,54139.37506603031
AGN,911251150574137119,180304,19.3555,0.208571613612821,54139.380418842695
AGN,911251150574137119,180305,18.675,0.154782134806083,54139.3857924882
AGN,911251150574137119,180306,18.8296,0.174024122403987,54139.39114275481
AGN,911251150574137119,180307,18.9821,0.169445462586544,54146.4018008104
AGN,911251150574137119,180308,19.0424,0.176571343750513,54146.4084631829
AGN,911251150574137119,180309,19.0242,0.1751129243352399,54146.4150904859
AGN,911251150574137119,180359,18.4342,0.1383912969807099,54821.5436146528
AGN,911251150574137119,180310,18.6818,0.148259275228736,54146.4217347917
AGN,911251150574137119,180312,19.2848,0.205611587330219,54110.477644097096
AGN,911251150574137119,180313,19.056,0.175636777472053,54110.4841853934
AGN,911251150574137119,180314,18.5978,0.137365250568671,54110.4907793519
AGN,911251150574137119,180315,19.065,0.165540280959759,54116.369939363605
AGN,911251150574137119,180316,18.9206,0.155161411067408,54116.3782789004
AGN,911251150574137119,180317,18.9198,0.1551360214673419,54116.3866285067
AGN,911251150574137119,180318,18.9406,0.156574330211144,54116.394959352
AGN,911251150574137119,180319,19.1341,0.196891702661228,54127.2531614235
AGN,911251150574137119,180320,18.9503,0.179290368441102,54127.2615429746
AGN,911251150574137119,180321,18.974,0.1800797776876519,54127.2699481366
AGN,911251150574137119,180322,19.1678,0.1970198258071689,54127.2783346643
AGN,911251150574137119,180323,18.6521,0.140639549820482,54168.3352456368
AGN,911251150574137119,180324,18.9535,0.160156127649021,54168.34021995361
AGN,911251150574137119,180325,19.212,0.180164674299399,54168.3451314238
AGN,911251150574137119,180311,18.4902,0.131498496872206,54110.4636159604
AGN,911251150574137119,180360,18.6407,0.151762473537496,54821.54786740741
AGN,911251150574137119,180361,18.6759,0.154194509669534,54821.5522205209
AGN,911251150574137119,180362,18.7107,0.140255308916001,54830.4401517245
AGN,911251150574137119,180397,18.5244,0.135837726688938,54549.2204169096
AGN,911251150574137119,180398,18.6816,0.143837558519258,54591.1979440623
AGN,911251150574137119,180399,19.188,0.180398812088103,54591.2060208563
AGN,911251150574137119,180400,18.9567,0.162793343123771,54591.2140578241
AGN,911251150574137119,180401,19.0611,0.17038644808726,54591.222120150494
AGN,911251150574137119,180402,18.592,0.136462373837734,54800.4288772107
AGN,911251150574137119,180403,18.4637,0.12803948145145,54800.4416215858
AGN,911251150574137119,180404,18.7865,0.147532600485672,54800.4544355325
AGN,911251150574137119,180405,18.3949,0.125135899673894,54800.4672139469
AGN,911251150574137119,180406,18.1475,0.116874062658363,54924.1404023841
AGN,911251150574137119,180407,18.6792,0.143847214228595,54924.1458112267
AGN,911251150574137119,180408,18.5068,0.133574932666487,54924.15123395861
AGN,911251150574137119,180409,18.3516,0.125331659445876,54924.15663563651
AGN,911251150574137119,180410,18.5368,0.134153105332926,54939.2224356714
AGN,911251150574137119,180396,18.5183,0.135315809741312,54549.2137561576
AGN,911251150574137119,180411,18.3632,0.1244422478696859,54939.2278611688
AGN,911251150574137119,180413,18.479,0.133146617429731,54939.238625729005
AGN,911251150574137119,180414,18.6146,0.120598609988874,54863.412298854295
AGN,911251150574137119,180415,18.6491,0.122994214951604,54863.418841666906
AGN,911251150574137119,180416,18.3577,0.1098802719473009,54863.425369074
AGN,911251150574137119,180417,18.3606,0.10964983489855,54863.4318788888
AGN,911251150574137119,180418,18.5084,0.11175227834097,54889.29577618071
AGN,911251150574137119,180419,18.4688,0.1094327968717709,54889.3059806132
AGN,911251150574137119,180420,18.5888,0.1134387816038789,54889.316170474805
AGN,911251150574137119,180421,18.4728,0.1097999480035319,54889.326271678096
AGN,911251150574137119,180422,18.5303,0.134835516645544,54905.388939606506
AGN,911251150574137119,180423,18.2149,0.118969162000047,54905.39451847231
AGN,911251150574137119,180424,17.8455,0.1037756346742199,54905.4000672456
AGN,911251150574137119,180425,18.0427,0.112367501577032,54905.4056861573
AGN,911251150574137119,180426,18.4505,0.114195953370512,54911.2682228241
AGN,911251150574137119,180412,18.3213,0.123256570711262,54939.2332894676
AGN,911251150574137119,180295,19.0025,0.167449595668218,54214.2559837382
AGN,911251150574137119,180395,18.8259,0.1544373466565889,54549.20712215269
AGN,911251150574137119,180393,18.7387,0.129480287258916,54535.38237428231
AGN,911251150574137119,180363,18.6342,0.135752152150947,54830.4463155787
AGN,911251150574137119,180364,18.5139,0.12989067734733,54830.4524825462
AGN,911251150574137119,180365,18.4973,0.129138936498593,54830.4587182757
AGN,911251150574137119,180366,18.7166,0.142912508459521,54502.3650129284
AGN,911251150574137119,180367,18.7921,0.147158348099913,54502.3743398958
AGN,911251150574137119,180368,18.7471,0.145008181454794,54502.3837345718
AGN,911251150574137119,180369,18.8931,0.153922167217168,54502.3930710303
AGN,911251150574137119,180370,18.7276,0.143721917148255,54523.2824192359
AGN,911251150574137119,180371,19.1756,0.175074327738884,54523.2896491089
AGN,911251150574137119,180372,18.7768,0.146730390096128,54523.2968282756
AGN,911251150574137119,180373,18.8097,0.149147596756625,54523.3040324538
AGN,911251150574137119,180374,18.6529,0.154625073431739,54482.3840103936
AGN,911251150574137119,180375,18.8072,0.169041469122376,54482.3882728703
AGN,911251150574137119,180376,19.3461,0.210674993409471,54482.3925635996
AGN,911251150574137119,180394,18.5181,0.135396494615613,54549.20046660861
AGN,911251150574137119,180377,18.415,0.135120620151217,54482.3968585995
AGN,911251150574137119,180379,18.5499,0.133374636766994,54495.4129385301
AGN,911251150574137119,180380,18.7043,0.1404491435942869,54495.4194062152
AGN,911251150574137119,180381,18.8681,0.152543915408326,54495.42588454861
AGN,911251150574137119,180382,18.6119,0.173032012206248,54631.15914075231
AGN,911251150574137119,180383,18.7002,0.179963272347498,54631.1649645368
AGN,911251150574137119,180384,20.232,0.4002488168219779,54631.17087802071
AGN,911251150574137119,180385,18.937,0.203426094593176,54631.176760023205
AGN,911251150574137119,180386,18.9299,0.157979727050699,54528.2850118633
AGN,911251150574137119,180387,18.7803,0.14766520806894,54528.2955214121
AGN,911251150574137119,180388,18.6272,0.138108220451242,54528.3060146412
AGN,911251150574137119,180389,18.8425,0.151423630982036,54528.31658344901
AGN,911251150574137119,180390,18.6777,0.125660667040726,54535.3641371414
AGN,911251150574137119,180391,18.7024,0.127084096185719,54535.37021372691
AGN,911251150574137119,180392,18.7133,0.127422721489559,54535.3763082408
AGN,911251150574137119,180378,19.0301,0.164181715113326,54495.4064524421
AGN,911251150574137119,180427,18.3848,0.1122429223392069,54911.275185671504
AGN,911251150574137119,180294,19.1182,0.176175803334066,54205.256633541605
AGN,911251150574137119,180292,19.0191,0.1679828717926839,54205.2458608914
AGN,1306011120674133862,237533,19.4167,0.223247394846256,53553.1693655904
AGN,1306011120674133862,237532,20.1306,0.324889939469037,53553.1629120256
AGN,1306011120674133862,237531,19.9651,0.278365054962231,53731.5048816549
AGN,1306011120674133862,237530,20.9603,0.476367021288758,53731.4968005903
AGN,1306011120674133862,237529,20.0043,0.2801181383536419,53731.4887376851
AGN,1306011120674133862,237528,20.2379,0.3185885292407019,53731.48065452559
AGN,1306011120674133862,237527,19.2507,0.245932101657236,53466.28795240731
AGN,1306011120674133862,237526,19.8358,0.335829299789606,53466.265353136696
AGN,911251150574137119,180203,18.4873,0.169549136276563,53469.249756400495
AGN,911251150574137119,180204,18.7397,0.190785810993262,53469.2578792591
AGN,911251150574137119,180205,18.4198,0.164437890634112,53469.265988807696
AGN,911251150574137119,180206,18.5154,0.1717506008049359,53469.2741370141
AGN,911251150574137119,180207,18.8948,0.165096257963041,53705.44366313661
AGN,911251150574137119,180208,18.6539,0.148232328460809,53705.4525642824
AGN,911251150574137119,180209,18.904,0.1665058186004689,53705.4613236226
AGN,911251150574137119,180210,18.9203,0.1691528806843059,53705.4700982524
AGN,911251150574137119,180211,19.1065,0.192188610766624,53728.4380152663
AGN,911251150574137119,180212,18.8282,0.162688224274899,53728.4460924072
AGN,911251150574137119,180213,19.2224,0.204413167286059,53728.4542534608
AGN,911251150574137119,180214,18.6968,0.155091623333117,53728.462467754696
AGN,911251150574137119,180215,19.3454,0.202891233700836,53529.1634334955
AGN,911251150574137119,180216,19.1475,0.1845872129141239,53529.169339919004
AGN,911251150574137119,180217,19.6311,0.234274436635748,53529.17526707191
AGN,911251150574137119,180218,19.6408,0.2357149382550439,53529.1812209492
