Classification,ID,observation_id,Mag,Magerr,MJD
HPM,1611071120084120846,28561,14.7621,0.0566028172213598,54393.277658298604
HPM,1611071120084120846,28562,14.7509,0.056571357085875,54393.284577268605
HPM,1611071120084120846,28594,14.6843,0.0586895739092969,55072.41387243071
HPM,1611071120084120846,28563,14.7451,0.0565219944627723,54393.291490115706
HPM,1611071120084120846,28596,14.7573,0.0567477695364811,55175.1443584142
HPM,1611071120084120846,28595,14.7689,0.0592351655373399,55072.42046722231
HPM,1611071120084120846,28585,14.6469,0.0560102804533499,54741.359731169
HPM,1611071120084120846,28590,14.6789,0.0559176168638468,54769.2528317128
HPM,1611071120084120846,28592,14.6512,0.0584669075723623,55072.400212708606
HPM,1611071120084120846,28591,14.6515,0.0560679201548266,54769.2594841318
HPM,1611071120084120846,28589,14.6459,0.0560139361648363,54769.2462165742
HPM,1611071120084120846,28588,14.7519,0.0565297241901124,54769.239518553
HPM,1611071120084120846,28587,14.6404,0.0559698276584302,54741.3768222919
HPM,1611071120084120846,28560,14.7204,0.0564492854554613,54393.27072531269
HPM,1611071120084120846,28586,14.6295,0.0559451826371421,54741.368272789296
HPM,1611071120084120846,28593,14.6621,0.0584854487351583,55072.4071223262
HPM,1611071120084120846,28559,14.6294,0.0559320943208196,54380.332403912194
HPM,1611071120084120846,28549,14.6252,0.0581242507479973,54276.4465299422
HPM,1611071120084120846,28557,14.6197,0.0558710648352371,54380.3237364697
HPM,1611071120084120846,28542,14.5979,0.055981625771083,54116.171923842805
HPM,1611071120084120846,28584,14.6464,0.0559927200615721,54741.351199722405
HPM,1611071120084120846,28543,14.5943,0.0559742981379413,54116.1785940859
HPM,1611071120084120846,28544,14.5986,0.0560408111498753,54116.18530773139
HPM,1611071120084120846,28545,14.5915,0.0560863134849274,54128.091332731296
HPM,1611071120084120846,28546,14.7154,0.0565500645830707,54128.098814467405
HPM,1611071120084120846,28547,14.575,0.0560568051664182,54128.1062913425
HPM,1611071120084120846,28548,14.6124,0.0581129107351752,54276.4421139817
HPM,1611071120084120846,28550,14.615,0.0580303110349155,54276.450949838
HPM,1611071120084120846,28551,14.6297,0.0580448311448745,54276.4553231942
HPM,1611071120084120846,28552,14.6153,0.0560174413163636,54416.1726226271
HPM,1611071120084120846,28553,14.6103,0.0559979881705953,54416.1797713656
HPM,1611071120084120846,28554,14.7181,0.0564891468566168,54416.18691986099
HPM,1611071120084120846,28555,14.7034,0.0564434537643543,54416.194073692
HPM,1611071120084120846,28556,14.7358,0.0564370083529091,54380.3194412268
