Classification,ID,observation_id,Mag,Magerr,MJD
Mira,1104291400294112297,105989,14.7224,0.0567411367377931,54209.1477758563
Mira,1104291400294112297,106028,14.8318,0.0568688310680717,54534.1903613079
Mira,1104291400294112297,106008,13.4308,0.052436333424818,54353.4515643288
Mira,1104291400294112297,106010,13.398,0.0523230722712204,54353.465872338
Mira,1104051010784130380,272696,15.1148,0.0593637981369259,53856.2955731712
Mira,1104291400294112297,106034,14.6078,0.0589922172789886,54598.156421018495
Mira,1104291400294112297,106030,14.8792,0.0571345078838127,54534.2001474421
Mira,1104291400294112297,106031,14.8389,0.0569502543487945,54534.2049992941
Mira,1104291400294112297,106032,14.608,0.0589935785260665,54598.1446411458
Mira,1104291400294112297,105988,14.7531,0.0569018325230914,54209.140777129694
Mira,1104291400294112297,106035,14.562,0.0587213756432664,54598.16247039349
Mira,1104291400294112297,106037,13.7409,0.0528323759829058,54741.4469375811
Mira,1104291400294112297,106036,13.75,0.0528787187177727,54741.440878368
Mira,1104291400294112297,106033,14.5846,0.0587577252323523,54598.150212141394
Mira,1104291400294112297,105976,14.746,0.0570229425750737,53762.2015685882
Mira,1104291400294112297,105986,14.1705,0.0539998741247972,54061.4248117479
Mira,1104291400294112297,105993,14.7584,0.0565129923295382,54170.153967210594
Mira,1104291400294112297,105991,14.7565,0.0565165228377103,54170.1353799421
Mira,1104291400294112297,106009,13.4323,0.0524381536712268,54353.4587159609
Mira,1104291400294112297,105982,14.9647,0.0588346102230627,53861.1586678936
Mira,1104291400294112297,106038,13.7613,0.0528609514461353,54741.45299042809
Mira,1104291400294112297,105977,14.5937,0.0572100929637158,53762.2081468171
Mira,1104291400294112297,105987,14.1997,0.0540752528026479,54061.4310592823
Mira,1104291400294112297,105978,14.6987,0.0571377277039027,53762.214726551
Mira,1104291400294112297,105980,14.8891,0.0583221635965159,53861.147313403
Mira,1104291400294112297,105981,14.9553,0.0587775468319196,53861.1530431942
Mira,1104291400294112297,105983,15.0763,0.0595875165778623,53861.164301400495
Mira,1104291400294112297,105990,14.7498,0.0569145108669476,54209.1547638197
Mira,1104291400294112297,105984,14.1797,0.0540106585681455,54061.4123957292
Mira,1104291400294112297,105985,14.184,0.0540288560427619,54061.4186041434
Mira,1104291400294112297,105979,14.7327,0.0575210435406097,53762.222787118095
Mira,1104291400294112297,106039,14.3305,0.056617925001934,54943.1263849653
Mira,1104291400294112297,106101,13.7745,0.0532238573066686,56364.213045578894
Mira,1104291400294112297,106041,14.3906,0.0569576931738696,54943.1362394096
Mira,1104291400294112297,106024,14.3639,0.0546314307750849,54831.41524651599
Mira,1104291400294112297,106025,14.3733,0.0546338736397566,54831.42321149309
Mira,1104291400294112297,106103,13.3526,0.0522741677709416,56398.17690392349
Mira,1104291400294112297,105407,14.3215,0.0550190508206395,53725.435127697005
Mira,1104291400294112297,106100,13.7708,0.0531919916147795,56364.2068864005
Mira,1104291400294112297,105459,14.2254,0.0543218177601967,54451.3792951619
Mira,1104291400294112297,106023,14.3457,0.054586088281719,54831.4073282988
Mira,1104291400294112297,105458,15.0136,0.0593318402159975,53861.1625793171
Mira,1104291400294112297,105456,15.0236,0.0593208377287483,53861.1513094329
Mira,1104291400294112297,105452,14.6441,0.0579252385951508,53762.2070751158
Mira,1104291400294112297,105453,14.6661,0.0571295172786437,53762.2135969675
Mira,1104291400294112297,106007,13.3989,0.0523895148882273,54353.4444518173
Mira,1104291400294112297,105455,15.0195,0.0592547441118088,53861.1456011576
Mira,1104291400294112297,105454,14.6638,0.0582623806167463,53762.221690428494
Mira,1104291400294112297,105457,15.0235,0.0593492602855203,53861.1570634143
Mira,1104291400294112297,106040,14.3416,0.0566970607123697,54943.13130164349
Mira,1104291400294112297,106022,14.2908,0.0543435066333593,54821.4555267012
Mira,1104291400294112297,106020,14.1344,0.0539553669739297,54805.2410112964
Mira,1104291400294112297,106042,14.6049,0.055560002055454,54864.16711001151
Mira,1104051010784130380,272697,15.1164,0.0594015702471292,53856.3030235418
Mira,1104291400294112297,106029,14.8225,0.0568261427378224,54534.1952775233
Mira,1104291400294112297,106027,14.4878,0.055186744677927,54476.2729644561
Mira,1104291400294112297,106011,14.7601,0.0566770659771487,54557.119180521
Mira,1104291400294112297,106018,14.111,0.0539525881552813,54805.2264842941
Mira,1104291400294112297,106021,14.1399,0.0539666057570367,54805.248272419005
Mira,1104291400294112297,106012,14.779000000000002,0.056595217541787,54557.12642544
Mira,1104291400294112297,106014,14.7599,0.0566479778231965,54557.1398989121
Mira,1104291400294112297,106015,14.636,0.0562947978545639,54586.12993093769
Mira,1104291400294112297,106016,14.6541,0.0563753590665895,54586.1350024883
Mira,1104291400294112297,106017,14.6287,0.0562707531303685,54586.1400427776
Mira,1104291400294112297,106019,14.1309,0.0539659199755566,54805.2337973956
Mira,1104291400294112297,106026,14.347,0.0546303900882842,54831.4311886225
Mira,1104291400294112297,106013,14.7988,0.0568047685346282,54557.133159803205
Mira,1104291400294112297,106006,13.5989,0.0524825348404539,54381.46812810191
Mira,1104051010784130380,272680,13.7162,0.0536623455117107,53938.1697942591
Mira,1104291400294112297,106004,13.5931,0.0524837036347684,54381.4517094558
Mira,1104051010784130380,272659,15.3503,0.0613715843012079,53843.3979667709
Mira,1104051010784130380,272658,15.2476,0.0605868808277683,53843.3899028241
Mira,1104051010784130380,272657,15.2917,0.0603087562537136,53521.2906445488
